DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
W+ 1 80.4 182.927 150 67 -3 W- 1 80.4 198.729 -156 -58 73
b_quark 0 4.18 118.821 6 -104 -57 b_quark 0 4.18 140.878 -41 128 -42
b_quark 0 4.18 185.439 139 80 93 b_quark 0 4.18 194.31 -177 -37 -71
b_quark 0 4.18 207.989 -124 121 115 b_quark 0 4.18 192.506 92 -41 -164
b_quark 0 4.18 129.871 10 -90 93 b_quark 0 4.18 90.3575 13 83 -33
b_quark 0 4.18 190.196 126 -141 20 b_quark 0 4.18 181.23 -129 119 -45
W+ 1 80.4 176.086 -75 134 31 W- 1 80.4 260.387 168 -157 -92
W+ 1 80.4 169.921 83 -92 84 W- 1 80.4 252.389 -174 164 8
W+ 1 80.4 184.927 119 -63 98 W- 1 80.4 122.324 -67 -23 -59
b_quark 0 4.18 113.395 104 36 -27 b_quark 0 4.18 114.989 -12 -94 -65
b_quark 0 4.18 115.89 7 58 100 b_quark 0 4.18 167.76 -6 -107 -129
b_quark 0 4.18 109.816 -28 43 -97 b_quark 0 4.18 118.766 56 -46 94
b_quark 0 4.18 130.44 63 112 -22 b_quark 0 4.18 103.704 -92 -47 -8
b_quark 0 4.18 58.8768 -7 58 -6 b_quark 0 4.18 136.182 92 40 92
b_quark 0 4.18 152.136 60 22 138 b_quark 0 4.18 144.244 28 -58 -129
tau+ 0 1.78 90.9295 -34 47 70 tau- 0 1.78 82.9046 46 -65 23
W+ 1 80.4 190.599 40 142 90 W- 1 80.4 167.374 -81 -115 -42
b_quark 0 4.18 157.663 -146 32 50 b_quark 0 4.18 198.943 181 -80 20
b_quark 0 4.18 90.7936 -84 -9 33 b_quark 0 4.18 57.9955 9 4 57
b_quark 0 4.18 154.245 19 142 -57 b_quark 0 4.18 246.699 -49 -241 -19
b_quark 0 4.18 152.205 -109 72 78 b_quark 0 4.18 260.85 194 -50 -167
b_quark 0 4.18 203.712 -126 81 -138 b_quark 0 4.18 205.996 182 -58 77
b_quark 0 4.18 87.6155 65 -25 53 b_quark 0 4.18 89.6798 -4 85 -28
b_quark 0 4.18 200.331 -143 55 129 b_quark 0 4.18 161.262 136 -56 -66
b_quark 0 4.18 124.139 16 -41 -116 b_quark 0 4.18 156.331 45 -14 149
b_quark 0 4.18 165.268 -140 -64 -60 b_quark 0 4.18 214.419 173 102 75
W+ 1 80.4 189.024 69 -139 -72 W- 1 80.4 229.406 -145 117 107
W+ 1 80.4 214.581 -134 -139 -48 W- 1 80.4 154.496 72 110 -11
W+ 1 80.4 186.06 132 -53 -89 W- 1 80.4 216.618 -137 147 9
b_quark 0 4.18 123.699 -68 102 -16 b_quark 0 4.18 90.573 71 -52 21
b_quark 0 4.18 188.803 140 -75 102 b_quark 0 4.18 156.114 -105 48 -105
b_quark 0 4.18 144.518 -28 140 22 b_quark 0 4.18 227.92 95 -196 67
b_quark 0 4.18 136.918 102 -90 15 b_quark 0 4.18 112.776 -26 75 -80
W+ 1 80.4 175.252 76 77 112 W- 1 80.4 243.545 -68 -101 -195
b_quark 0 4.18 159.488 43 149 -37 b_quark 0 4.18 129.269 -78 -103 0
b_quark 0 4.18 173.866 52 138 -92 b_quark 0 4.18 221.367 -68 -179 111
b_quark 0 4.18 128.571 -96 -39 76 b_quark 0 4.18 248.408 167 94 -158
b_quark 0 4.18 107.808 36 -65 78 b_quark 0 4.18 210.073 33 132 -160
b_quark 0 4.18 166.885 -100 -133 -12 b_quark 0 4.18 305.71 200 220 -71
b_quark 0 4.18 147.304 56 -76 -113 b_quark 0 4.18 219.833 -124 142 113
b_quark 0 4.18 141.09 -22 -19 138 b_quark 0 4.18 120.99 35 36 -110
b_quark 0 4.18 174.615 -84 -64 -139 b_quark 0 4.18 226.28 143 144 100
b_quark 0 4.18 113.796 8 112 -18 b_quark 0 4.18 117.955 -86 -58 56
b_quark 0 4.18 125.122 -67 -50 93 b_quark 0 4.18 195.201 93 -14 -171
b_quark 0 4.18 163.063 -150 -54 34 b_quark 0 4.18 82.4407 67 -21 43
b_quark 0 4.18 122.521 -68 59 -83 b_quark 0 4.18 98.5265 16 5 97
b_quark 0 4.18 195.465 92 150 -85 b_quark 0 4.18 195.534 -72 -166 74
b_quark 0 4.18 174.297 137 107 -12 b_quark 0 4.18 152.104 -119 -94 -11
b_quark 0 4.18 160.51 -116 107 29 b_quark 0 4.18 151.662 78 -104 -78
b_quark 0 4.18 166.633 -138 -89 28 b_quark 0 4.18 196.07 169 99 -8
W+ 1 80.4 90.3225 -13 -9 -38 W- 1 80.4 157.617 -73 45 105
b_quark 0 4.18 157.142 40 -24 150 b_quark 0 4.18 108.828 -24 -51 -93
b_quark 0 4.18 99.7571 77 -6 -63 b_quark 0 4.18 149.008 -123 84 1
b_quark 0 4.18 143.264 -41 95 -99 b_quark 0 4.18 150.959 39 -99 107
tau+ 0 1.78 151.302 144 -37 -28 tau- 0 1.78 189.122 -122 96 108
b_quark 0 4.18 112.874 35 7 -107 b_quark 0 4.18 42.7489 0 -37 21
W+ 1 80.4 189.7 -105 -1 -136 W- 1 80.4 253.198 43 86 220
b_quark 0 4.18 182.698 144 31 -108 b_quark 0 4.18 166.308 -66 -22 151
b_quark 0 4.18 190.993 144 -29 -122 b_quark 0 4.18 252.609 -204 -67 133
W+ 1 80.4 117.001 -5 -84 -12 W- 1 80.4 146.963 43 82 -81
tau+ 0 1.78 177.868 100 -147 5 tau- 0 1.78 137.391 -103 70 58
b_quark 0 4.18 104.491 87 14 -56 b_quark 0 4.18 172.753 -159 63 -24
b_quark 0 4.18 126.109 -51 81 -82 b_quark 0 4.18 230.529 143 -49 174
b_quark 0 4.18 170.597 81 -123 86 b_quark 0 4.18 214.195 -102 167 -87
W+ 1 80.4 185.648 73 -96 116 W- 1 80.4 256.369 -4 186 -157
b_quark 0 4.18 132.874 -93 -85 -42 b_quark 0 4.18 157.011 79 135 13
tau+ 0 1.78 79.0643 14 24 74 tau- 0 1.78 131.716 53 -104 -61
b_quark 0 4.18 175.235 84 -147 -45 b_quark 0 4.18 94.6703 -35 86 -18
tau+ 0 1.78 93.9264 -37 39 -77 tau- 0 1.78 123.956 -45 56 101
W+ 1 80.4 133.937 95 7 49 W- 1 80.4 184.697 -123 46 -102
b_quark 0 4.18 108.09 -7 96 -49 b_quark 0 4.18 114.837 -80 -23 79
tau+ 0 1.78 61.3936 51 18 -29 tau- 0 1.78 75.0544 1 70 -27
b_quark 0 4.18 73.8612 27 47 -50 b_quark 0 4.18 131.158 -18 -69 110
b_quark 0 4.18 178.358 17 124 127 b_quark 0 4.18 226.968 54 -209 -70
b_quark 0 4.18 175.258 35 -87 -148 b_quark 0 4.18 162.771 -53 138 68
b_quark 0 4.18 112.033 -13 83 -74 b_quark 0 4.18 148.934 -50 -8 140
W+ 1 80.4 116.508 37 -29 70 W- 1 80.4 94.2876 21 -31 -32
W+ 1 80.4 192.549 103 101 -99 W- 1 80.4 193.226 -6 -106 140
b_quark 0 4.18 183.124 -72 82 -147 b_quark 0 4.18 89.7077 45 -23 74
W+ 1 80.4 205.254 131 90 102 W- 1 80.4 218.964 -191 10 -70
b_quark 0 4.18 84.9145 -6 -46 71 b_quark 0 4.18 205.179 104 113 -136
b_quark 0 4.18 175.757 103 142 -10 b_quark 0 4.18 224.391 -203 -70 -65
W+ 1 80.4 191.401 -85 124 -87 W- 1 80.4 231.21 148 -111 113
b_quark 0 4.18 133.343 77 -95 -53 b_quark 0 4.18 161.33 -27 135 84
W+ 1 80.4 137.939 -3 73 -85 W- 1 80.4 99.2933 19 -55 -3
b_quark 0 4.18 87.2036 -15 69 -51 b_quark 0 4.18 212.82 -45 -151 143
b_quark 0 4.18 187.796 -107 40 149 b_quark 0 4.18 267.351 101 47 -243
W+ 1 80.4 157.703 46 51 117 W- 1 80.4 182.533 42 -59 -147
b_quark 0 4.18 100.217 -64 77 -1 b_quark 0 4.18 157.068 37 -150 -28
b_quark 0 4.18 131.755 25 -29 -126 b_quark 0 4.18 172.309 -24 -69 156
W+ 1 80.4 206.168 -110 145 -54 W- 1 80.4 232.588 129 -164 64
b_quark 0 4.18 119.224 -70 -9 96 b_quark 0 4.18 149.206 4 -73 -130
b_quark 0 4.18 181.159 -113 -104 96 b_quark 0 4.18 201.739 63 114 -154
b_quark 0 4.18 210.671 -93 -146 120 b_quark 0 4.18 226.3 19 208 -87
b_quark 0 4.18 44.6259 -22 -11 -37 b_quark 0 4.18 82.2403 -8 79 21
W+ 1 80.4 178.085 -145 0 65 W- 1 80.4 270.52 204 51 -150
b_quark 0 4.18 243.435 149 -141 131 b_quark 0 4.18 348.849 -195 207 -202
W+ 1 80.4 113.566 -24 9 76 W- 1 80.4 107.672 3 -32 -64
W+ 1 80.4 210.421 105 -138 88 W- 1 80.4 224.469 -116 171 -35
b_quark 0 4.18 123.982 -92 -1 83 b_quark 0 4.18 102.306 33 48 -84
tau+ 0 1.78 145.194 130 -53 37 tau- 0 1.78 174.497 -117 46 -121
b_quark 0 4.18 110.002 9 61 -91 b_quark 0 4.18 93.6722 41 -40 74
tau+ 0 1.78 146.096 118 -84 -19 tau- 0 1.78 109.564 -21 18 106
b_quark 0 4.18 67.1079 -27 54 29 b_quark 0 4.18 119.618 -17 41 -111
b_quark 0 4.18 178.464 -86 44 -150 b_quark 0 4.18 270.08 114 53 239
b_quark 0 4.18 141.398 94 18 -104 b_quark 0 4.18 235.08 -179 -10 152
b_quark 0 4.18 189.878 -82 136 -104 b_quark 0 4.18 250.662 98 -143 181
b_quark 0 4.18 121.554 9 6 -121 b_quark 0 4.18 80.1653 17 42 66
W+ 1 80.4 194.949 -126 -88 -89 W- 1 80.4 122.087 88 16 21
b_quark 0 4.18 137.024 -1 129 46 b_quark 0 4.18 166.146 25 -99 -131
b_quark 0 4.18 71.1862 35 -57 24 b_quark 0 4.18 87.701 -65 -40 43
b_quark 0 4.18 132.821 38 36 -122 b_quark 0 4.18 134.887 -32 -88 97
tau+ 0 1.78 193.853 -120 26 150 tau- 0 1.78 118.068 32 -12 -113
b_quark 0 4.18 110.469 16 -109 -7 b_quark 0 4.18 202.048 -101 173 -26
W+ 1 80.4 201.646 -76 -145 -86 W- 1 80.4 291.7 15 224 168
b_quark 0 4.18 126.864 -101 10 -76 b_quark 0 4.18 156.059 96 -64 105
W+ 1 80.4 175.437 72 -19 137 W- 1 80.4 219.62 -16 52 -197
b_quark 0 4.18 143.623 -85 107 44 b_quark 0 4.18 148.773 122 -64 -56
b_quark 0 4.18 80.0154 2 45 66 b_quark 0 4.18 127.391 31 -105 -65
b_quark 0 4.18 56.8372 -29 -16 46 b_quark 0 4.18 85.7174 -51 -52 -45
b_quark 0 4.18 211.697 129 -94 139 b_quark 0 4.18 209.13 -173 10 -117
b_quark 0 4.18 114.484 106 2 43 b_quark 0 4.18 133.43 -121 29 -48
b_quark 0 4.18 187.538 -106 51 -146 b_quark 0 4.18 152.975 82 -28 126
b_quark 0 4.18 53.8839 14 -29 43 b_quark 0 4.18 81.6056 80 11 -11
tau+ 0 1.78 71.7019 -25 -47 48 tau- 0 1.78 123.92 121 26 -6
b_quark 0 4.18 245.168 -131 -148 145 b_quark 0 4.18 254.272 196 61 -150
W+ 1 80.4 160.425 94 94 -40 W- 1 80.4 269.965 -182 -173 58
W+ 1 80.4 154.458 130 -18 -13 W- 1 80.4 139.514 -88 66 -30
b_quark 0 4.18 134.084 20 -125 -44 b_quark 0 4.18 133.46 -36 123 37
b_quark 0 4.18 179.127 47 -104 138 b_quark 0 4.18 103.283 -73 35 -64
b_quark 0 4.18 135.05 90 -11 -100 b_quark 0 4.18 118.349 -58 -52 89
W+ 1 80.4 126.052 -45 -82 26 W- 1 80.4 161.701 77 115 -23
b_quark 0 4.18 102.076 5 -24 -99 b_quark 0 4.18 106.355 -33 82 59
W+ 1 80.4 131.826 -5 67 80 W- 1 80.4 111.455 -59 19 -46
b_quark 0 4.18 59.6278 15 57 8 b_quark 0 4.18 85.2553 -31 -59 53
b_quark 0 4.18 120.214 41 87 -72 b_quark 0 4.18 152.074 -82 -127 16
W+ 1 80.4 179.16 -95 -120 -47 W- 1 80.4 92.6399 1 34 -31
b_quark 0 4.18 133.908 117 33 56 b_quark 0 4.18 201.838 -194 51 22
b_quark 0 4.18 91.7141 -52 -47 59 b_quark 0 4.18 99.3704 -5 66 -74
b_quark 0 4.18 172.448 41 -82 -146 b_quark 0 4.18 100.511 10 24 97
b_quark 0 4.18 123.27 0 -123 7 b_quark 0 4.18 217.925 99 173 88
tau+ 0 1.78 113.579 72 -87 12 tau- 0 1.78 49.0833 -37 19 -26
b_quark 0 4.18 104.783 3 48 93 b_quark 0 4.18 89.7968 -61 -31 -58
b_quark 0 4.18 156.954 -111 14 110 b_quark 0 4.18 242.046 122 -2 -209
b_quark 0 4.18 194.194 -119 -138 -67 b_quark 0 4.18 250.111 59 209 124
b_quark 0 4.18 168.037 63 -115 -105 b_quark 0 4.18 297.332 -95 208 190
b_quark 0 4.18 157.135 -125 20 93 b_quark 0 4.18 199.491 183 -59 -53
Z 1 91.2 208.654 -49 -123 -133 Z 1 91.2 320.45 109 209 197
b_quark 0 4.18 174.764 85 -80 -130 b_quark 0 4.18 184.259 -18 11 183
b_quark 0 4.18 173.607 44 -105 -131 b_quark 0 4.18 216.914 -65 200 53
b_quark 0 4.18 131.448 -108 -11 -74 b_quark 0 4.18 108.975 67 12 85
b_quark 0 4.18 170.075 -114 -6 -126 b_quark 0 4.18 218.873 184 24 116
Z 1 91.2 179.517 6 127 -88 Z 1 91.2 184.096 -18 -77 139
b_quark 0 4.18 194.968 29 -145 127 b_quark 0 4.18 109.661 -6 56 -94
b_quark 0 4.18 127.383 29 -22 -122 b_quark 0 4.18 117.433 8 22 115
Z 1 91.2 104.616 -27 37 23 Z 1 91.2 111.944 58 27 -11
b_quark 0 4.18 118.133 -47 95 52 b_quark 0 4.18 169.356 -28 -166 -18
b_quark 0 4.18 101.378 -20 98 16 b_quark 0 4.18 149.146 71 -131 -5
b_quark 0 4.18 140.81 -53 -120 51 b_quark 0 4.18 232.292 -38 197 -117
W+ 1 80.4 186.194 102 -54 122 W- 1 80.4 185.324 -66 47 -146
b_quark 0 4.18 139.411 -75 32 113 b_quark 0 4.18 245.948 171 -16 -176
b_quark 0 4.18 232.406 119 135 147 b_quark 0 4.18 317.853 -175 -202 -172
b_quark 0 4.18 171.556 90 -145 -17 b_quark 0 4.18 246.371 -113 214 46
b_quark 0 4.18 139.436 -59 62 -110 b_quark 0 4.18 199.154 80 22 181
W+ 1 80.4 187.425 142 -84 38 W- 1 80.4 221.495 -168 56 -106
b_quark 0 4.18 164.209 87 -57 -127 b_quark 0 4.18 188.951 -41 148 110
b_quark 0 4.18 146.036 82 52 109 b_quark 0 4.18 224.939 -110 -68 -184
b_quark 0 4.18 22.1466 -18 7 -10 b_quark 0 4.18 104.357 75 -72 8
b_quark 0 4.18 106.867 43 65 73 b_quark 0 4.18 85.2905 7 -82 22
b_quark 0 4.18 83.5911 -79 0 27 b_quark 0 4.18 193.451 165 95 -34
b_quark 0 4.18 128.575 47 12 119 b_quark 0 4.18 187.677 -121 -92 -110
b_quark 0 4.18 103.38 90 47 19 b_quark 0 4.18 201.711 -185 51 -62
tau+ 0 1.78 205.864 129 94 -130 tau- 0 1.78 209.676 -89 -54 182
b_quark 0 4.18 159.52 12 -146 -63 b_quark 0 4.18 85.0557 -44 60 41
W+ 1 80.4 159.653 80 40 -105 W- 1 80.4 184.402 -50 -56 148
b_quark 0 4.18 121.353 -44 2 113 b_quark 0 4.18 144.088 18 -98 -104
W+ 1 80.4 252.054 129 -135 -149 W- 1 80.4 280.247 -83 177 184
b_quark 0 4.18 158.327 -35 -73 -136 b_quark 0 4.18 173.955 -11 149 89
b_quark 0 4.18 92.9057 -75 -42 35 b_quark 0 4.18 80.867 73 -32 13
b_quark 0 4.18 145.088 -118 -70 47 b_quark 0 4.18 145.83 97 104 -32
b_quark 0 4.18 33.2937 -19 -17 -21 b_quark 0 4.18 111.528 30 100 -39
b_quark 0 4.18 165.564 12 -135 -95 b_quark 0 4.18 243.108 -70 178 150
W+ 1 80.4 125.224 -18 53 -78 W- 1 80.4 117.512 8 -84 -15
b_quark 0 4.18 96.6409 77 12 57 b_quark 0 4.18 66.7418 -39 54 0
W+ 1 80.4 191.39 103 -54 -129 W- 1 80.4 242.294 -68 23 217
tau+ 0 1.78 179.773 129 -7 -125 tau- 0 1.78 198.091 -166 -41 100
W+ 1 80.4 121.709 67 -34 -52 W- 1 80.4 89.9175 10 -15 -36
b_quark 0 4.18 89.7077 -42 5 79 b_quark 0 4.18 109.011 -39 -101 -12
W+ 1 80.4 122.328 0 92 6 W- 1 80.4 210.69 89 -169 -38
tau+ 0 1.78 109.097 107 -15 15 tau- 0 1.78 33.1688 -20 -16 -21
b_quark 0 4.18 219.149 118 -127 134 b_quark 0 4.18 194.747 -132 81 -118
tau+ 0 1.78 138.619 74 -70 -94 tau- 0 1.78 121.046 -2 -2 121
b_quark 0 4.18 146.217 56 -135 -1 b_quark 0 4.18 257.923 -97 233 53
b_quark 0 4.18 104.75 9 -95 43 b_quark 0 4.18 62.2694 52 16 -30
b_quark 0 4.18 217.944 -84 149 -135 b_quark 0 4.18 125.644 57 -102 46
W+ 1 80.4 146.196 78 -85 -40 W- 1 80.4 227.139 -176 106 -54
b_quark 0 4.18 198.433 -134 -69 129 b_quark 0 4.18 248.311 226 34 -97
b_quark 0 4.18 163.745 63 25 -149 b_quark 0 4.18 115.717 -32 75 82
b_quark 0 4.18 142.262 -51 -14 -132 b_quark 0 4.18 188.975 129 102 93
W+ 1 80.4 152.965 110 -53 -45 W- 1 80.4 189.69 -157 63 30
b_quark 0 4.18 157.326 77 87 106 b_quark 0 4.18 217.39 -177 -6 -126
W+ 1 80.4 138.051 -59 -88 -37 W- 1 80.4 186.508 -41 132 96
b_quark 0 4.18 178.01 -93 -125 -86 b_quark 0 4.18 222.224 134 147 99
b_quark 0 4.18 218.729 147 70 146 b_quark 0 4.18 191.14 -153 -102 -52
W+ 1 80.4 130.97 43 -58 -74 W- 1 80.4 191.568 1 112 133
b_quark 0 4.18 176.688 24 -140 -105 b_quark 0 4.18 87.3583 23 77 34
W+ 1 80.4 160.867 126 17 57 W- 1 80.4 245.978 -208 61 -84
b_quark 0 4.18 190.648 118 -114 -97 b_quark 0 4.18 325.889 -213 191 156
tau+ 0 1.78 118.2 112 -32 20 tau- 0 1.78 141.001 -13 130 53
b_quark 0 4.18 74.7761 -61 22 37 b_quark 0 4.18 54.2077 -19 16 48
b_quark 0 4.18 164.218 -146 -75 3 b_quark 0 4.18 182.281 178 39 2
W+ 1 80.4 107.019 -20 10 -67 W- 1 80.4 152.572 -57 -101 58
W+ 1 80.4 148.409 31 110 -50 W- 1 80.4 238.013 -1 -181 132
W+ 1 80.4 139.704 -61 44 86 W- 1 80.4 139.231 16 28 -109
W+ 1 80.4 179.137 -64 139 47 W- 1 80.4 279.553 141 -197 -114
W+ 1 80.4 181.315 35 119 105 W- 1 80.4 146.069 -6 -60 -106
W+ 1 80.4 180.084 54 -89 123 W- 1 80.4 222.542 -14 121 -168
b_quark 0 4.18 107.357 4 -26 -104 b_quark 0 4.18 98.8153 -29 -25 91
b_quark 0 4.18 183.31 -50 -131 -118 b_quark 0 4.18 143.26 99 36 97
b_quark 0 4.18 142.711 -18 75 120 b_quark 0 4.18 148.47 -17 -91 -116
b_quark 0 4.18 213.257 -119 130 120 b_quark 0 4.18 200.139 101 -134 -109
b_quark 0 4.18 187.434 103 68 -141 b_quark 0 4.18 131.66 -10 24 129
W+ 1 80.4 220.912 -16 149 -141 W- 1 80.4 156.365 -72 -101 51
W+ 1 80.4 126.199 -55 -31 74 W- 1 80.4 136.342 -45 68 -74
b_quark 0 4.18 158.179 127 93 -15 b_quark 0 4.18 199.465 -27 -184 -72
b_quark 0 4.18 63.1781 7 -9 62 b_quark 0 4.18 135.009 -65 -88 -79
Z 1 91.2 163.779 -91 15 -100 Z 1 91.2 293.781 175 -113 186
W+ 1 80.4 171.878 -131 -74 -21 W- 1 80.4 164.639 117 32 -77
b_quark 0 4.18 191.15 112 141 -64 b_quark 0 4.18 148.605 -48 -139 -21
b_quark 0 4.18 101.457 -32 -6 -96 b_quark 0 4.18 211.69 125 51 163
b_quark 0 4.18 168.59 60 -66 143 b_quark 0 4.18 249.679 -145 136 -151
tau+ 0 1.78 128.005 1 -91 -90 tau- 0 1.78 176.471 -93 137 61
b_quark 0 4.18 145.198 -115 84 28 b_quark 0 4.18 205.026 197 -53 20
b_quark 0 4.18 172.022 -143 -17 -94 b_quark 0 4.18 221.207 87 -75 189
b_quark 0 4.18 109.172 -40 -101 10 b_quark 0 4.18 70.7211 -30 22 -60
tau+ 0 1.78 135.086 -7 36 130 tau- 0 1.78 154.186 100 9 -117
b_quark 0 4.18 158.617 -133 -37 78 b_quark 0 4.18 118.703 116 -19 16
W+ 1 80.4 209.438 -100 150 70 W- 1 80.4 277.838 197 -140 -111
tau+ 0 1.78 141.623 -91 -18 107 tau- 0 1.78 93.06 65 -56 -36
tau+ 0 1.78 143.036 58 -64 114 tau- 0 1.78 80.9393 -76 14 -24
b_quark 0 4.18 173.215 -41 144 -87 b_quark 0 4.18 282.21 36 -220 173
tau+ 0 1.78 140.621 -139 -21 3 tau- 0 1.78 228.046 215 64 41
b_quark 0 4.18 160.986 131 -83 -43 b_quark 0 4.18 256.436 -211 145 14
W+ 1 80.4 209.345 145 -44 -120 W- 1 80.4 248.091 -170 43 156
b_quark 0 4.18 169.111 -134 52 -89 b_quark 0 4.18 105.292 98 -21 32
W+ 1 80.4 192.689 -92 0 -149 W- 1 80.4 263.177 170 -63 173
b_quark 0 4.18 181.037 -130 -71 104 b_quark 0 4.18 117.13 106 45 -21
tau+ 0 1.78 153.763 52 -110 94 tau- 0 1.78 86.3259 7 50 -70
b_quark 0 4.18 168.53 100 -104 87 b_quark 0 4.18 210.683 -188 95 1
W+ 1 80.4 206.807 -116 140 -57 W- 1 80.4 234.361 133 -154 84
b_quark 0 4.18 156.89 71 -40 -134 b_quark 0 4.18 148.481 -83 88 86
tau+ 0 1.78 133.795 -97 40 83 tau- 0 1.78 180.009 32 20 -176
b_quark 0 4.18 177.394 115 -51 125 b_quark 0 4.18 205.853 -39 79 -186
tau+ 0 1.78 160.873 -23 -72 142 tau- 0 1.78 218.818 -9 86 -201
b_quark 0 4.18 90.7385 74 52 6 b_quark 0 4.18 141.78 -138 28 16
b_quark 0 4.18 175.694 -131 -117 -1 b_quark 0 4.18 308.129 230 205 1
b_quark 0 4.18 163.849 -93 126 -48 b_quark 0 4.18 101.678 22 -99 -6
W+ 1 80.4 176.517 141 -67 18 W- 1 80.4 154.344 -71 59 -94
b_quark 0 4.18 163.057 120 77 79 b_quark 0 4.18 217.648 -119 -54 -174
b_quark 0 4.18 155.864 44 136 -62 b_quark 0 4.18 161.541 17 -75 142
b_quark 0 4.18 96.5944 24 84 41 b_quark 0 4.18 145.597 -99 -92 54
b_quark 0 4.18 96.1378 1 -50 82 b_quark 0 4.18 126.161 -63 109 -7
b_quark 0 4.18 145.954 -100 7 -106 b_quark 0 4.18 104.286 96 39 11
b_quark 0 4.18 92.539 -91 12 11 b_quark 0 4.18 84.2702 30 -78 10
b_quark 0 4.18 136.428 -99 -87 -35 b_quark 0 4.18 53.3148 15 46 -22
b_quark 0 4.18 75.9768 -39 -45 -47 b_quark 0 4.18 100.829 95 -10 -32
b_quark 0 4.18 163.188 -12 -150 -63 b_quark 0 4.18 206.745 19 203 -34
W+ 1 80.4 115.988 58 -45 40 W- 1 80.4 136.081 -50 95 -23
Z 1 91.2 157.681 -119 -33 -36 Z 1 91.2 208.733 186 -20 16
b_quark 0 4.18 203.4 -123 -143 -76 b_quark 0 4.18 303.69 164 217 135
b_quark 0 4.18 172.472 -60 148 65 b_quark 0 4.18 209.044 28 -207 7
W+ 1 80.4 184.207 134 -86 -46 W- 1 80.4 291.27 -181 163 138
b_quark 0 4.18 145.528 90 -94 -65 b_quark 0 4.18 80.2712 -57 51 -24
b_quark 0 4.18 166.992 58 -148 51 b_quark 0 4.18 115.163 -82 80 11
b_quark 0 4.18 170.057 10 121 119 b_quark 0 4.18 185.705 -87 -158 -44
b_quark 0 4.18 91.2769 -87 -24 13 b_quark 0 4.18 105.093 -9 -61 85
W+ 1 80.4 172.288 51 -13 -143 W- 1 80.4 151.03 -108 31 61
b_quark 0 4.18 192.194 115 -140 64 b_quark 0 4.18 198.087 -130 64 -135
b_quark 0 4.18 173.48 -61 -146 71 b_quark 0 4.18 224.077 20 223 -8
W+ 1 80.4 93.2157 -46 -3 -10 W- 1 80.4 96.2141 -1 26 -46
b_quark 0 4.18 58.8768 -22 -38 -39 b_quark 0 4.18 51.8022 1 -48 19
tau+ 0 1.78 206.95 149 -32 140 tau- 0 1.78 272.643 -201 -21 -183
Z 1 91.2 215.943 -145 -117 -60 Z 1 91.2 232.488 183 110 -12
tau+ 0 1.78 158.736 -32 143 61 tau- 0 1.78 173.601 -58 -63 -151
tau+ 0 1.78 165.557 21 138 -89 tau- 0 1.78 296.886 -93 -217 180
b_quark 0 4.18 186.833 98 126 97 b_quark 0 4.18 170.222 -101 -46 -129
b_quark 0 4.18 98.6837 -96 8 21 b_quark 0 4.18 117.535 34 -80 79
b_quark 0 4.18 143.148 -133 -47 -24 b_quark 0 4.18 184.728 179 -29 -35
b_quark 0 4.18 152.56 36 -144 35 b_quark 0 4.18 228.787 17 214 -79
b_quark 0 4.18 203.795 5 -147 141 b_quark 0 4.18 187.081 -19 86 -165
b_quark 0 4.18 200.386 -43 148 -128 b_quark 0 4.18 314.837 23 -220 224
b_quark 0 4.18 157.358 122 -32 94 b_quark 0 4.18 216.787 -131 127 -117
b_quark 0 4.18 169.347 89 -128 66 b_quark 0 4.18 205.126 -113 171 7
b_quark 0 4.18 132.81 111 -20 70 b_quark 0 4.18 239.638 -168 31 -168
b_quark 0 4.18 198.15 -137 -34 -139 b_quark 0 4.18 256.436 178 97 157
tau+ 0 1.78 132.352 128 29 17 tau- 0 1.78 68.6452 -47 -40 30
b_quark 0 4.18 138.764 -118 -65 -33 b_quark 0 4.18 183.664 181 -27 -15
W+ 1 80.4 194.219 -126 -105 -66 W- 1 80.4 280.895 205 173 -22
b_quark 0 4.18 185.721 -95 149 57 b_quark 0 4.18 228.384 110 -199 21
W+ 1 80.4 128.973 -75 -63 -24 W- 1 80.4 125.551 43 39 77
b_quark 0 4.18 144.092 130 -1 62 b_quark 0 4.18 183.446 -165 -79 -13
b_quark 0 4.18 214.344 139 82 141 b_quark 0 4.18 159.156 -112 -15 -112
W+ 1 80.4 209.402 -113 46 150 W- 1 80.4 212.549 162 -70 -87
b_quark 0 4.18 129.35 72 -91 57 b_quark 0 4.18 134.601 24 60 -118
W+ 1 80.4 173.044 76 98 -90 W- 1 80.4 157.512 -11 -135 0
W+ 1 80.4 153.897 8 16 130 W- 1 80.4 247.744 -75 42 -218
W+ 1 80.4 211.856 121 -93 123 W- 1 80.4 232.039 -33 8 -215
b_quark 0 4.18 167.163 -53 149 -54 b_quark 0 4.18 101.23 50 -49 73
b_quark 0 4.18 99.3905 58 64 -49 b_quark 0 4.18 144.244 -116 -58 63
b_quark 0 4.18 160.183 81 138 6 b_quark 0 4.18 79.1926 -38 -51 47
b_quark 0 4.18 170.427 148 -68 50 b_quark 0 4.18 248.955 -211 4 -132
b_quark 0 4.18 65.5398 17 25 -58 b_quark 0 4.18 164.631 -59 -14 153
